PreTrainingPAS4_loop.thisRepN,PreTrainingPAS4_loop.thisTrialN,PreTrainingPAS4_loop.thisN,PreTrainingPAS4_loop.thisIndex,PreTrainingPAS1_loop.thisRepN,PreTrainingPAS1_loop.thisTrialN,PreTrainingPAS1_loop.thisN,PreTrainingPAS1_loop.thisIndex,RepeatCV_loop.thisRepN,RepeatCV_loop.thisTrialN,RepeatCV_loop.thisN,RepeatCV_loop.thisIndex,TrainingCV_loop.thisRepN,TrainingCV_loop.thisTrialN,TrainingCV_loop.thisN,TrainingCV_loop.thisIndex,TrainingCAL_loop.thisRepN,TrainingCAL_loop.thisTrialN,TrainingCAL_loop.thisN,TrainingCAL_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,TrainingPAS1_loop.thisRepN,TrainingPAS1_loop.thisTrialN,TrainingPAS1_loop.thisN,TrainingPAS1_loop.thisIndex,spacebarWelcome0.started,spacebarWelcome0.keys,spacebarWelcome0.rt,spacebarWelcome1.started,gaborWelcome1.started,maskWelcome1.started,textMaskWelcome1.started,spacebarWelcome1.keys,spacebarWelcome1.rt,spacebarWelcome2.started,spacebarWelcome2.keys,spacebarWelcome2.rt,textInst_PreTrainingPAS4.started,spacebarPreTrainingPAS4.started,spacebarPreTrainingPAS4.keys,spacebarPreTrainingPAS4.rt,textPreTrainingPAS1.started,spacebarPreTrainingPAS1.started,spacebarPreTrainingPAS1.keys,spacebarPreTrainingPAS1.rt,textQUEST0.started,spacebarQUEST0.started,spacebarQUEST0.keys,spacebarQUEST0.rt,spacebar0.started,spacebar0.keys,spacebar0.rt,spacebar1.started,spacebar1.keys,spacebar1.rt,textInstructions2.started,spacebar2.started,Gabor1Inst2.started,Gabor2Inst2.started,Gabor3Inst2.started,Gabor4Inst2.started,spacebar2.keys,spacebar2.rt,textInstructionsPAS.started,spacebarInstPAS.started,spacebarInstPAS.keys,spacebarInstPAS.rt,textInstructions3.started,spacebar3.started,spacebar3.keys,spacebar3.rt,WMresp_CV,WMresp_CV_acc,oriMemo_CV,gyre_CV,oriTest_CV,feedbackText.started,sliderCV.started,PAStextCV.started,PASkeyCV.started,sliderCV.response,sliderCV.rt,PASkeyCV.keys,PASkeyCV.corr,PASkeyCV.rt,TextInstructionsCAL.started,spacebarCAL.started,spacebarCAL.keys,spacebarCAL.rt,contrast,WMresp_CAL,WMresp_CAL_acc,oriMemo_CAL,gyre_CAL,oriTest_CAL,cue_CAL,sliderCAL.started,PAStextCAL.started,PASkeyCAL.started,sliderCAL.response,sliderCAL.rt,PASkeyCAL.keys,PASkeyCAL.corr,PASkeyCAL.rt,propUnseen_CAL,textStart.started,spacebar4.started,spacebar4.keys,spacebar4.rt,three.started,three.stopped,two.started,two.stopped,one.started,one.stopped,blank_countdown.started,blank_countdown.stopped,WMresp,WMresp_acc,oriMemo,gyre,oriTest,cue,slider.started,textPAS_firstGabor.started,PASkey.started,slider.response,slider.rt,PASkey.keys,PASkey.corr,PASkey.rt,spacebarContinue.started,textBreak.started,spacebarContinue.keys,spacebarContinue.rt,spacebar_reminder.keys,spacebar_TrainingPAS1.keys,spacebar_endpractice.keys,spacebar_reminder.started,textReminder.started,spacebar_reminder.rt,textInst_TrainingPAS1.started,spacebar_TrainingPAS1.started,spacebar_TrainingPAS1.rt,textend_practicePAS1.started,spacebar_endpractice.started,spacebar_endpractice.rt,textThanks.started,buttonURL.started,buttonURL.numClicks,buttonURL.timesOn,buttonURL.timesOff,laboratory,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,100,-30,70,1,1269.358434,1269.358434,1269.358434,None,None,2,0,0.0676508,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,130,-30,100,0,1275.308757,1275.308757,1275.308757,None,None,1,1,0.0612933,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,70,30,100,1,1282.459138,1282.459138,1282.459138,None,None,1,1,0.0309284,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,70,30,100,1,1288.5678,1288.5678,1288.5678,None,None,1,1,0.0261204,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,100,30,130,0,1294.576452,1294.576452,1294.576452,None,None,1,1,0.0415369,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,0,1300.701772,1300.701772,1300.701772,None,None,1,1,0.0682014,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,1,1308.360515,1308.360515,1308.360515,None,None,1,1,0.0494534,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,130,30,160,0,1314.610868,1314.610868,1314.610868,None,None,1,1,0.0310014,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,160,30,190,0,1323.136293,1323.136293,1323.136293,None,None,1,1,0.0818019,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,1,1330.670026,1330.670026,1330.670026,None,None,1,1,0.0678559,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,100,-30,70,0,1337.962083,1337.962083,1337.962083,None,None,1,1,0.0718297,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,160,-30,130,1,1344.395762,1344.395762,1344.395762,None,None,2,0,0.0540107,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,100,-30,70,1,1350.679421,1350.679421,1350.679421,None,None,1,1,0.5224267,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,1,1357.596433,1357.596433,1357.596433,None,None,1,1,0.1094792,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,1,1364.180131,1364.180131,1364.180131,None,None,1,1,0.0456612,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,1,1370.330471,1370.330471,1370.330471,None,None,1,1,0.0394399,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,100,30,130,1,1377.039151,1377.039151,1377.039151,None,None,1,1,0.106722,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,1382.814454,1382.814454,1382.814454,None,None,2,0,0.0914525,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,1,1388.773128,1388.773128,1388.773128,None,None,2,0,0.0526459,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,100,30,130,0,1397.31522,1397.31522,1397.31522,None,None,2,0,0.0706423,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.406874,1397.406874,space,50.3468615,None,None,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,1447.776222,1448.476257,1448.776294,1449.476304,1449.776321,1450.476356,1450.476356,1450.801378,right,1,100,30,130,1,1462.943717,1462.943717,1462.943717,None,None,1,1,0.089957,,,,,,,None,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,1468.885672,1468.885672,1468.885672,None,None,2,0,0.07604,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,1474.527642,1474.527642,1474.527642,None,None,2,0,0.066092,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,130,30,160,0,1480.452961,1480.452961,1480.452961,None,None,2,0,0.0685712,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,1,1487.320001,1487.320001,1487.320001,None,None,1,1,0.0657671,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,70,30,100,0,1493.311965,1493.311965,1493.311965,None,None,1,1,0.0577386,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,100,30,130,2,1499.703977,1499.703977,1499.703977,None,None,4,0,0.1455689,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,70,30,100,1,1506.254321,1506.254321,1506.254321,None,None,3,0,1.0833326,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,160,-30,130,1,1513.738045,1513.738045,1513.738045,None,None,2,0,0.0554958,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,1,1519.780044,1519.780044,1519.780044,None,None,1,1,0.0694734,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,70,-30,40,1,1526.572073,1526.572073,1526.572073,None,None,2,0,0.0854449,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,0,1533.405769,1533.405769,1533.405769,None,None,1,1,0.2277566,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,100,-30,70,0,1540.28946,1540.28946,1540.28946,None,None,1,1,0.0481552,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,2,1547.323167,1547.323167,1547.323167,None,None,3,0,0.0383688,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,10,-30,-20,1,1553.756846,1553.756846,1553.756846,None,None,2,0,0.0686181,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,70,30,100,0,1559.757158,1559.757158,1559.757158,None,None,1,1,0.7643613,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,70,30,100,1,1566.407513,1566.407513,1566.407513,None,None,1,1,0.0500575,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,1573.516216,1573.516216,1573.516216,None,None,1,1,0.0772099,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,1,1580.841613,1580.841613,1580.841613,None,None,2,0,0.0478982,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,1586.950264,1586.950264,1586.950264,None,None,2,0,0.075363,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,1592.708907,1592.708907,1592.708907,None,None,2,0,0.0685343,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,1,1601.201029,1601.201029,1601.201029,None,None,2,0,0.048486,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,2,1608.076388,1608.076388,1608.076388,None,None,4,0,0.0770678,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,40,30,70,1,1620.443727,1620.443727,1620.443727,None,None,2,0,0.0697629,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.535374,1620.535374,space,989.9043529,space,None,,2610.462886,2610.462886,1.4488115,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
